return_id,original_order_id,return_date,return_month,customer_id,employee_id,product_id,region,province,return_quantity,unit_price,return_amount,return_reason,status
RET000524,ORD0025213,2024-01-29,1,CUS01443,EMP1013,PRD0046,Miền Bắc,Hải Dương,3,35000,105000,Hàng lỗi,Đã xử lý
RET000525,ORD0037654,2024-04-23,4,CUS01953,EMP1056,PRD0013,Miền Nam,Tiền Giang,41,40000,1640000,Không đúng đơn hàng,Đã xử lý
RET000526,ORD0021364,2024-08-21,8,CUS00267,EMP1039,PRD0083,Miền Trung,Huế,16,15000,240000,Hàng hết hạn,Đã xử lý
RET000527,ORD0024899,2024-12-28,12,CUS00935,EMP1022,PRD0099,Miền Bắc,Hưng Yên,30,25000,750000,Sai sản phẩm,Đã xử lý
RET000528,ORD0046147,2024-04-30,4,CUS00573,EMP1041,PRD0065,Miền Trung,Huế,25,20000,500000,Hàng hết hạn,Đã xử lý
RET000529,ORD0022074,2024-10-27,10,CUS00574,EMP1044,PRD0034,Miền Trung,Nghệ An,23,8500,195500,Sai sản phẩm,Đang xử lý
RET000530,ORD0047069,2024-07-13,7,CUS00513,EMP1040,PRD0099,Miền Trung,Khánh Hòa,1,25000,25000,Hàng hết hạn,Đã xử lý
RET000531,ORD0010412,2024-12-12,12,CUS01502,EMP1042,PRD0046,Miền Trung,Bình Định,4,35000,140000,Khách từ chối nhận,Đã xử lý
RET000532,ORD0036187,2024-12-31,12,CUS00245,EMP1096,PRD0054,Miền Nam,Cần Thơ,40,10000,400000,Không đúng đơn hàng,Đang xử lý
RET000533,ORD0050684,2024-12-31,12,CUS01193,EMP1003,PRD0092,Miền Bắc,Bắc Ninh,26,12000,312000,Không đúng đơn hàng,Đã xử lý
RET000534,ORD0020186,2024-06-06,6,CUS01213,EMP1008,PRD0009,Miền Bắc,Hải Phòng,39,35000,1365000,Sai sản phẩm,Đang xử lý
RET000535,ORD0013259,2024-08-30,8,CUS01564,EMP1042,PRD0060,Miền Trung,Nghệ An,8,20000,160000,Hàng vỡ vận chuyển,Đã xử lý
RET000536,ORD0037785,2024-10-24,10,CUS00866,EMP1059,PRD0076,Miền Nam,Bình Phước,4,9000,36000,Hàng hết hạn,Đã xử lý
RET000537,ORD0034456,2024-10-06,10,CUS01283,EMP1025,PRD0065,Miền Bắc,Thái Bình,13,20000,260000,Hàng vỡ vận chuyển,Đã xử lý
RET000538,ORD0015384,2024-12-07,12,CUS00856,EMP1042,PRD0097,Miền Trung,Bình Định,7,8500,59500,Hàng vỡ vận chuyển,Đã xử lý
RET000539,ORD0036425,2024-05-09,5,CUS01148,EMP1053,PRD0098,Miền Nam,Bình Dương,3,35000,105000,Hàng hết hạn,Đã xử lý
RET000540,ORD0057039,2024-06-04,6,CUS00621,EMP1007,PRD0100,Miền Bắc,Thái Bình,2,10000,20000,Khách từ chối nhận,Đã xử lý
RET000541,ORD0012740,2024-10-26,10,CUS00445,EMP1083,PRD0078,Miền Nam,Long An,4,10000,40000,Hàng hết hạn,Đã xử lý
RET000542,ORD0055243,2024-01-11,1,CUS00445,EMP1083,PRD0095,Miền Nam,Long An,11,10000,110000,Không đúng đơn hàng,Đã xử lý
RET000543,ORD0042764,2024-08-29,8,CUS00476,EMP1040,PRD0056,Miền Trung,Khánh Hòa,3,10000,30000,Không đúng đơn hàng,Đã xử lý
RET000544,ORD0033930,2024-04-08,4,CUS01590,EMP1079,PRD0068,Miền Nam,TP.HCM,8,35000,280000,Hàng lỗi,Đã xử lý
RET000545,ORD0058146,2024-02-22,2,CUS00573,EMP1041,PRD0035,Miền Trung,Huế,4,18000,72000,Hàng hết hạn,Đã xử lý
RET000546,ORD0021589,2024-12-31,12,CUS00858,EMP1064,PRD0017,Miền Nam,Vũng Tàu,5,35000,175000,Khách từ chối nhận,Đã xử lý
RET000547,ORD0030955,2024-01-12,1,CUS01877,EMP1079,PRD0005,Miền Nam,Bình Dương,12,50000,600000,Sai sản phẩm,Đã xử lý
RET000548,ORD0024283,2024-07-30,7,CUS00270,EMP1047,PRD0008,Miền Trung,Quảng Ngãi,9,18000,162000,Sai sản phẩm,Đang xử lý
RET000549,ORD0038189,2024-02-07,2,CUS01091,EMP1010,PRD0034,Miền Bắc,Hải Dương,8,8500,68000,Hàng lỗi,Đã xử lý
RET000550,ORD0040738,2024-10-21,10,CUS01590,EMP1079,PRD0044,Miền Nam,TP.HCM,7,25000,175000,Hàng lỗi,Từ chối
RET000551,ORD0042542,2024-06-02,6,CUS01574,EMP1025,PRD0032,Miền Bắc,Nam Định,4,18000,72000,Không đúng đơn hàng,Đã xử lý
RET000552,ORD0044806,2024-07-14,7,CUS01877,EMP1079,PRD0009,Miền Nam,Bình Dương,10,35000,350000,Hàng lỗi,Đã xử lý
RET000553,ORD0058772,2024-05-08,5,CUS00573,EMP1041,PRD0097,Miền Trung,Huế,14,8500,119000,Sai sản phẩm,Đã xử lý
RET000554,ORD0057592,2024-04-05,4,CUS01648,EMP1042,PRD0084,Miền Trung,Quảng Nam,11,10000,110000,Hàng vỡ vận chuyển,Đã xử lý
RET000555,ORD0027003,2024-12-07,12,CUS01502,EMP1042,PRD0096,Miền Trung,Bình Định,12,35000,420000,Hàng vỡ vận chuyển,Đã xử lý
RET000556,ORD0043915,2024-10-09,10,CUS01161,EMP1040,PRD0028,Miền Trung,Huế,3,15000,45000,Sai sản phẩm,Từ chối
RET000557,ORD0024506,2024-07-28,7,CUS01960,EMP1036,PRD0047,Miền Trung,Huế,16,20000,320000,Khách từ chối nhận,Đang xử lý
RET000558,ORD0022793,2024-03-23,3,CUS01702,EMP1048,PRD0064,Miền Trung,Huế,54,20000,1080000,Hàng lỗi,Đã xử lý
RET000559,ORD0048914,2024-12-27,12,CUS01720,EMP1026,PRD0062,Miền Bắc,Thái Bình,2,20000,40000,Sai sản phẩm,Đã xử lý
RET000560,ORD0043770,2024-04-30,4,CUS01774,EMP1071,PRD0035,Miền Nam,Bình Dương,9,18000,162000,Hàng vỡ vận chuyển,Đã xử lý
RET000561,ORD0038407,2024-08-28,8,CUS01590,EMP1079,PRD0065,Miền Nam,TP.HCM,16,20000,320000,Không đúng đơn hàng,Đã xử lý
RET000562,ORD0040569,2024-07-30,7,CUS00394,EMP1092,PRD0100,Miền Nam,Cần Thơ,10,10000,100000,Hàng hết hạn,Đã xử lý
RET000563,ORD0038051,2024-11-13,11,CUS01149,EMP1027,PRD0017,Miền Bắc,Hải Phòng,13,35000,455000,Không đúng đơn hàng,Đã xử lý
RET000564,ORD0044456,2024-09-10,9,CUS01892,EMP1095,PRD0050,Miền Nam,Vũng Tàu,5,9000,45000,Hàng lỗi,Đã xử lý
RET000565,ORD0050256,2024-10-02,10,CUS00166,EMP1039,PRD0009,Miền Trung,Đà Nẵng,8,35000,280000,Khách từ chối nhận,Đã xử lý
RET000566,ORD0041454,2024-04-15,4,CUS00260,EMP1101,PRD0092,Miền Nam,Cần Thơ,24,12000,288000,Sai sản phẩm,Đang xử lý
RET000567,ORD0057377,2024-07-07,7,CUS00728,EMP1029,PRD0018,Miền Bắc,Nam Định,15,20000,300000,Hàng vỡ vận chuyển,Đã xử lý
RET000568,ORD0010650,2024-11-14,11,CUS00757,EMP1104,PRD0044,Miền Nam,Long An,5,25000,125000,Khách từ chối nhận,Đã xử lý
RET000569,ORD0035639,2024-02-18,2,CUS00102,EMP1026,PRD0081,Miền Bắc,Bắc Ninh,1,30000,30000,Hàng hết hạn,Đã xử lý
RET000570,ORD0037781,2024-09-03,9,CUS00755,EMP1004,PRD0032,Miền Bắc,Nam Định,1,18000,18000,Sai sản phẩm,Đã xử lý
RET000571,ORD0058650,2024-05-09,5,CUS01864,EMP1042,PRD0096,Miền Trung,Đà Nẵng,57,35000,1995000,Hàng vỡ vận chuyển,Đã xử lý
RET000572,ORD0030124,2024-06-06,6,CUS01091,EMP1010,PRD0066,Miền Bắc,Hải Dương,10,18000,180000,Hàng lỗi,Đã xử lý
RET000573,ORD0012243,2024-02-06,2,CUS01856,EMP1007,PRD0052,Miền Bắc,Bắc Ninh,11,9000,99000,Khách từ chối nhận,Đã xử lý
RET000574,ORD0048131,2024-09-04,9,CUS01877,EMP1079,PRD0082,Miền Nam,Bình Dương,28,12000,336000,Khách từ chối nhận,Đã xử lý
RET000575,ORD0014574,2024-06-03,6,CUS01076,EMP1081,PRD0011,Miền Nam,Vũng Tàu,2,25000,50000,Hàng hết hạn,Đã xử lý
RET000576,ORD0025703,2024-10-03,10,CUS01513,EMP1007,PRD0078,Miền Bắc,Hải Dương,8,10000,80000,Sai sản phẩm,Đã xử lý
RET000577,ORD0015466,2024-11-01,11,CUS00564,EMP1050,PRD0095,Miền Trung,Huế,6,10000,60000,Không đúng đơn hàng,Đã xử lý
RET000578,ORD0038695,2024-06-30,6,CUS00196,EMP1050,PRD0037,Miền Trung,Bình Định,3,15000,45000,Sai sản phẩm,Đã xử lý
RET000579,ORD0037284,2024-05-13,5,CUS01508,EMP1046,PRD0048,Miền Trung,Quảng Ngãi,18,12000,216000,Hàng vỡ vận chuyển,Đã xử lý
RET000580,ORD0049697,2024-11-22,11,CUS01180,EMP1066,PRD0049,Miền Nam,Tiền Giang,17,8500,144500,Hàng vỡ vận chuyển,Đã xử lý
RET000581,ORD0015994,2024-09-18,9,CUS00967,EMP1003,PRD0011,Miền Bắc,Nam Định,27,25000,675000,Không đúng đơn hàng,Đã xử lý
RET000582,ORD0024939,2024-06-23,6,CUS00228,EMP1036,PRD0062,Miền Trung,Khánh Hòa,38,20000,760000,Hàng hết hạn,Đã xử lý
RET000583,ORD0038381,2024-02-11,2,CUS00573,EMP1041,PRD0006,Miền Trung,Huế,1,25000,25000,Hàng vỡ vận chuyển,Đã xử lý
RET000584,ORD0014614,2024-09-25,9,CUS00332,EMP1006,PRD0080,Miền Bắc,Nam Định,33,12000,396000,Hàng lỗi,Đã xử lý
RET000585,ORD0017143,2024-10-08,10,CUS01433,EMP1003,PRD0051,Miền Bắc,Quảng Ninh,22,8500,187000,Khách từ chối nhận,Đang xử lý
RET000586,ORD0010519,2024-07-09,7,CUS00874,EMP1031,PRD0019,Miền Bắc,Hưng Yên,6,35000,210000,Không đúng đơn hàng,Đã xử lý
RET000587,ORD0032999,2024-03-30,3,CUS01148,EMP1053,PRD0034,Miền Nam,Bình Dương,3,8500,25500,Không đúng đơn hàng,Đã xử lý
RET000588,ORD0014171,2024-08-03,8,CUS00282,EMP1083,PRD0066,Miền Nam,Tiền Giang,28,18000,504000,Hàng hết hạn,Đang xử lý
RET000589,ORD0028477,2024-12-14,12,CUS00728,EMP1029,PRD0012,Miền Bắc,Nam Định,24,12000,288000,Không đúng đơn hàng,Đã xử lý
RET000590,ORD0027945,2024-01-15,1,CUS01779,EMP1106,PRD0087,Miền Nam,Tiền Giang,9,15000,135000,Sai sản phẩm,Đã xử lý
RET000591,ORD0053273,2024-12-27,12,CUS00573,EMP1041,PRD0091,Miền Trung,Huế,1,12000,12000,Hàng hết hạn,Đã xử lý
RET000592,ORD0026780,2024-07-13,7,CUS00352,EMP1019,PRD0062,Miền Bắc,Bắc Ninh,7,20000,140000,Hàng vỡ vận chuyển,Đã xử lý
RET000593,ORD0034239,2024-01-08,1,CUS00055,EMP1014,PRD0040,Miền Bắc,Hải Dương,28,18000,504000,Hàng lỗi,Đã xử lý
RET000594,ORD0052830,2024-05-02,5,CUS00507,EMP1015,PRD0083,Miền Bắc,Bắc Ninh,1,15000,15000,Không đúng đơn hàng,Đã xử lý
RET000595,ORD0032384,2024-10-05,10,CUS00058,EMP1016,PRD0005,Miền Bắc,Thái Bình,7,50000,350000,Sai sản phẩm,Đã xử lý
RET000596,ORD0017807,2024-03-19,3,CUS00480,EMP1041,PRD0041,Miền Trung,Quảng Nam,3,9000,27000,Hàng vỡ vận chuyển,Đã xử lý
RET000597,ORD0016645,2024-07-26,7,CUS00013,EMP1069,PRD0047,Miền Nam,Bình Phước,13,20000,260000,Hàng vỡ vận chuyển,Đang xử lý
RET000598,ORD0013113,2024-10-25,10,CUS00925,EMP1041,PRD0002,Miền Trung,Đà Nẵng,3,9000,27000,Sai sản phẩm,Từ chối
RET000599,ORD0017934,2024-07-13,7,CUS01844,EMP1030,PRD0046,Miền Bắc,Quảng Ninh,21,35000,735000,Không đúng đơn hàng,Đã xử lý
RET000600,ORD0010922,2024-02-14,2,CUS00851,EMP1009,PRD0005,Miền Bắc,Hưng Yên,38,50000,1900000,Hàng hết hạn,Đã xử lý
RET000601,ORD0014851,2024-10-20,10,CUS00488,EMP1006,PRD0067,Miền Bắc,Thái Bình,14,20000,280000,Hàng vỡ vận chuyển,Đang xử lý
RET000602,ORD0045995,2024-12-31,12,CUS01304,EMP1030,PRD0078,Miền Bắc,Hải Dương,6,10000,60000,Hàng lỗi,Đã xử lý
RET000603,ORD0017075,2024-12-01,12,CUS01106,EMP1047,PRD0002,Miền Trung,Đà Nẵng,8,9000,72000,Hàng vỡ vận chuyển,Đã xử lý
RET000604,ORD0047186,2024-12-05,12,CUS01023,EMP1007,PRD0097,Miền Bắc,Nam Định,11,8500,93500,Sai sản phẩm,Đã xử lý
RET000605,ORD0036186,2024-06-22,6,CUS01479,EMP1005,PRD0075,Miền Bắc,Hà Nội,1,35000,35000,Khách từ chối nhận,Đã xử lý
RET000606,ORD0019613,2024-01-26,1,CUS00375,EMP1094,PRD0034,Miền Nam,Cần Thơ,4,8500,34000,Khách từ chối nhận,Đã xử lý
RET000607,ORD0029463,2024-11-09,11,CUS00751,EMP1037,PRD0060,Miền Trung,Quảng Ngãi,37,20000,740000,Khách từ chối nhận,Đã xử lý
RET000608,ORD0038457,2024-07-11,7,CUS00912,EMP1057,PRD0004,Miền Nam,Vũng Tàu,10,25000,250000,Không đúng đơn hàng,Đã xử lý
RET000609,ORD0031226,2024-11-17,11,CUS00959,EMP1089,PRD0054,Miền Nam,Đồng Nai,13,10000,130000,Hàng vỡ vận chuyển,Đang xử lý
RET000610,ORD0026976,2024-04-11,4,CUS01291,EMP1094,PRD0027,Miền Nam,Tiền Giang,36,35000,1260000,Hàng vỡ vận chuyển,Đã xử lý
RET000611,ORD0010370,2024-02-24,2,CUS00794,EMP1105,PRD0060,Miền Nam,Bình Phước,15,20000,300000,Khách từ chối nhận,Đã xử lý
RET000612,ORD0021278,2024-10-13,10,CUS01590,EMP1079,PRD0091,Miền Nam,TP.HCM,1,12000,12000,Sai sản phẩm,Đã xử lý
RET000613,ORD0036081,2024-05-24,5,CUS00889,EMP1009,PRD0007,Miền Bắc,Nam Định,6,50000,300000,Khách từ chối nhận,Đã xử lý
RET000614,ORD0024879,2024-06-05,6,CUS00243,EMP1111,PRD0042,Miền Nam,Cần Thơ,23,35000,805000,Khách từ chối nhận,Đã xử lý
RET000615,ORD0027622,2024-12-05,12,CUS01074,EMP1036,PRD0050,Miền Trung,Huế,15,9000,135000,Không đúng đơn hàng,Đã xử lý
RET000616,ORD0059574,2024-12-18,12,CUS01590,EMP1079,PRD0029,Miền Nam,TP.HCM,16,20000,320000,Hàng hết hạn,Đã xử lý
RET000617,ORD0055525,2024-12-31,12,CUS00746,EMP1040,PRD0037,Miền Trung,Huế,51,15000,765000,Sai sản phẩm,Đã xử lý
RET000618,ORD0028166,2024-10-16,10,CUS01625,EMP1038,PRD0069,Miền Trung,Huế,17,40000,680000,Khách từ chối nhận,Đã xử lý
RET000619,ORD0053176,2024-03-13,3,CUS01338,EMP1087,PRD0046,Miền Nam,Tiền Giang,2,35000,70000,Hàng lỗi,Đã xử lý
RET000620,ORD0039728,2024-12-05,12,CUS01081,EMP1019,PRD0010,Miền Bắc,Hải Dương,45,30000,1350000,Hàng vỡ vận chuyển,Đã xử lý
RET000621,ORD0037346,2024-09-05,9,CUS00573,EMP1041,PRD0037,Miền Trung,Huế,14,15000,210000,Sai sản phẩm,Đang xử lý
RET000622,ORD0036560,2024-04-15,4,CUS00573,EMP1041,PRD0091,Miền Trung,Huế,42,12000,504000,Không đúng đơn hàng,Đã xử lý
RET000623,ORD0015148,2024-12-31,12,CUS01797,EMP1094,PRD0084,Miền Nam,Đồng Nai,4,10000,40000,Khách từ chối nhận,Đã xử lý
RET000624,ORD0037919,2024-07-16,7,CUS01161,EMP1040,PRD0011,Miền Trung,Huế,20,25000,500000,Hàng lỗi,Đang xử lý
RET000625,ORD0034244,2024-01-26,1,CUS00845,EMP1011,PRD0032,Miền Bắc,Hải Dương,29,18000,522000,Hàng hết hạn,Đã xử lý
RET000626,ORD0022513,2024-06-24,6,CUS01700,EMP1101,PRD0028,Miền Nam,Long An,16,15000,240000,Hàng vỡ vận chuyển,Đã xử lý
RET000627,ORD0027649,2024-12-18,12,CUS00577,EMP1033,PRD0044,Miền Bắc,Hà Nội,19,25000,475000,Hàng lỗi,Đang xử lý
RET000628,ORD0053551,2024-07-05,7,CUS00396,EMP1021,PRD0019,Miền Bắc,Thái Bình,32,35000,1120000,Hàng hết hạn,Đang xử lý
RET000629,ORD0048792,2024-02-02,2,CUS01581,EMP1028,PRD0072,Miền Bắc,Hà Nội,25,35000,875000,Hàng hết hạn,Đang xử lý
RET000630,ORD0010754,2024-05-06,5,CUS01590,EMP1079,PRD0009,Miền Nam,TP.HCM,6,35000,210000,Hàng hết hạn,Đã xử lý
RET000631,ORD0042891,2024-12-31,12,CUS00595,EMP1016,PRD0010,Miền Bắc,Bắc Ninh,21,30000,630000,Hàng hết hạn,Đã xử lý
RET000632,ORD0026751,2024-11-08,11,CUS01590,EMP1079,PRD0001,Miền Nam,TP.HCM,17,12000,204000,Không đúng đơn hàng,Đã xử lý
RET000633,ORD0014739,2024-12-31,12,CUS01304,EMP1030,PRD0071,Miền Bắc,Hải Dương,6,12000,72000,Sai sản phẩm,Đã xử lý
RET000634,ORD0037590,2024-04-11,4,CUS00507,EMP1015,PRD0019,Miền Bắc,Bắc Ninh,9,35000,315000,Hàng lỗi,Đã xử lý
RET000635,ORD0059777,2024-07-22,7,CUS01335,EMP1101,PRD0095,Miền Nam,Tiền Giang,4,10000,40000,Không đúng đơn hàng,Đã xử lý
RET000636,ORD0010739,2024-11-26,11,CUS00476,EMP1040,PRD0065,Miền Trung,Khánh Hòa,7,20000,140000,Hàng vỡ vận chuyển,Đã xử lý
RET000637,ORD0018928,2024-06-19,6,CUS01861,EMP1035,PRD0064,Miền Trung,Nghệ An,36,20000,720000,Hàng hết hạn,Đang xử lý
RET000638,ORD0054231,2024-04-19,4,CUS01966,EMP1015,PRD0026,Miền Bắc,Hải Phòng,2,15000,30000,Hàng hết hạn,Đã xử lý
RET000639,ORD0053782,2024-06-25,6,CUS00418,EMP1044,PRD0096,Miền Trung,Quảng Nam,23,35000,805000,Khách từ chối nhận,Đã xử lý
RET000640,ORD0048300,2024-12-31,12,CUS01953,EMP1056,PRD0038,Miền Nam,Tiền Giang,27,10000,270000,Không đúng đơn hàng,Đã xử lý
RET000641,ORD0030350,2024-03-27,3,CUS01864,EMP1042,PRD0011,Miền Trung,Đà Nẵng,6,25000,150000,Sai sản phẩm,Đang xử lý
RET000642,ORD0037651,2024-04-27,4,CUS00573,EMP1041,PRD0093,Miền Trung,Huế,50,40000,2000000,Khách từ chối nhận,Đang xử lý
RET000643,ORD0027794,2024-03-20,3,CUS00961,EMP1033,PRD0098,Miền Bắc,Nam Định,16,35000,560000,Hàng hết hạn,Đã xử lý
RET000644,ORD0044292,2024-02-01,2,CUS00056,EMP1105,PRD0028,Miền Nam,Vũng Tàu,5,15000,75000,Hàng hết hạn,Đã xử lý
RET000645,ORD0051083,2024-04-26,4,CUS01502,EMP1042,PRD0087,Miền Trung,Bình Định,50,15000,750000,Hàng hết hạn,Đã xử lý
RET000646,ORD0056224,2024-12-31,12,CUS01590,EMP1079,PRD0076,Miền Nam,TP.HCM,25,9000,225000,Hàng vỡ vận chuyển,Đã xử lý
RET000647,ORD0031467,2024-09-25,9,CUS01590,EMP1079,PRD0018,Miền Nam,TP.HCM,4,20000,80000,Hàng hết hạn,Đã xử lý
RET000648,ORD0049457,2024-03-18,3,CUS01574,EMP1025,PRD0027,Miền Bắc,Nam Định,12,35000,420000,Hàng lỗi,Đã xử lý
RET000649,ORD0029739,2024-09-01,9,CUS01251,EMP1076,PRD0030,Miền Nam,Cần Thơ,1,8500,8500,Hàng hết hạn,Đã xử lý
RET000650,ORD0044854,2024-01-25,1,CUS00075,EMP1070,PRD0048,Miền Nam,Tiền Giang,2,12000,24000,Hàng hết hạn,Đã xử lý
RET000651,ORD0054602,2024-10-10,10,CUS00560,EMP1031,PRD0059,Miền Bắc,Hà Nội,9,15000,135000,Khách từ chối nhận,Đã xử lý
RET000652,ORD0027198,2024-10-11,10,CUS01433,EMP1003,PRD0007,Miền Bắc,Quảng Ninh,3,50000,150000,Hàng vỡ vận chuyển,Đã xử lý
RET000653,ORD0029440,2024-08-29,8,CUS00097,EMP1053,PRD0012,Miền Nam,Bình Phước,4,12000,48000,Khách từ chối nhận,Đã xử lý
RET000654,ORD0040453,2024-08-01,8,CUS00355,EMP1039,PRD0086,Miền Trung,Bình Định,4,18000,72000,Hàng lỗi,Từ chối
RET000655,ORD0023596,2024-10-09,10,CUS01442,EMP1079,PRD0071,Miền Nam,Cần Thơ,22,12000,264000,Hàng lỗi,Đang xử lý
RET000656,ORD0055897,2024-12-12,12,CUS00282,EMP1083,PRD0075,Miền Nam,Tiền Giang,7,35000,245000,Sai sản phẩm,Đã xử lý
RET000657,ORD0054918,2024-12-28,12,CUS01590,EMP1079,PRD0038,Miền Nam,TP.HCM,35,10000,350000,Sai sản phẩm,Đã xử lý
RET000658,ORD0050428,2024-11-24,11,CUS00493,EMP1094,PRD0081,Miền Nam,Bình Phước,4,30000,120000,Không đúng đơn hàng,Đang xử lý
RET000659,ORD0049558,2024-12-21,12,CUS01502,EMP1042,PRD0032,Miền Trung,Bình Định,14,18000,252000,Không đúng đơn hàng,Đã xử lý
RET000660,ORD0024011,2024-12-31,12,CUS01731,EMP1013,PRD0041,Miền Bắc,Quảng Ninh,4,9000,36000,Hàng vỡ vận chuyển,Đã xử lý
RET000661,ORD0055940,2024-12-30,12,CUS01590,EMP1079,PRD0085,Miền Nam,TP.HCM,14,9000,126000,Hàng hết hạn,Đã xử lý
RET000662,ORD0026192,2024-10-27,10,CUS00256,EMP1066,PRD0038,Miền Nam,Bình Phước,19,10000,190000,Khách từ chối nhận,Đã xử lý
RET000663,ORD0034059,2024-05-18,5,CUS01727,EMP1051,PRD0011,Miền Trung,Nghệ An,15,25000,375000,Không đúng đơn hàng,Đã xử lý
RET000664,ORD0051256,2024-11-12,11,CUS01325,EMP1017,PRD0048,Miền Bắc,Nam Định,6,12000,72000,Khách từ chối nhận,Đã xử lý
RET000665,ORD0035056,2024-05-27,5,CUS01327,EMP1046,PRD0024,Miền Trung,Huế,3,40000,120000,Không đúng đơn hàng,Đang xử lý
RET000666,ORD0059422,2024-02-05,2,CUS00419,EMP1046,PRD0036,Miền Trung,Nghệ An,22,30000,660000,Không đúng đơn hàng,Đã xử lý
RET000667,ORD0052942,2024-10-29,10,CUS00466,EMP1038,PRD0051,Miền Trung,Quảng Nam,43,8500,365500,Sai sản phẩm,Đã xử lý
RET000668,ORD0044272,2024-01-27,1,CUS01404,EMP1027,PRD0041,Miền Bắc,Hà Nội,42,9000,378000,Khách từ chối nhận,Đã xử lý
RET000669,ORD0030543,2024-03-10,3,CUS01317,EMP1016,PRD0065,Miền Bắc,Hưng Yên,19,20000,380000,Hàng lỗi,Đã xử lý
RET000670,ORD0027468,2024-12-10,12,CUS00249,EMP1047,PRD0060,Miền Trung,Nghệ An,5,20000,100000,Hàng hết hạn,Đã xử lý
RET000671,ORD0042114,2024-02-15,2,CUS00591,EMP1103,PRD0048,Miền Nam,Vũng Tàu,9,12000,108000,Sai sản phẩm,Đã xử lý
RET000672,ORD0021918,2024-02-02,2,CUS00874,EMP1031,PRD0077,Miền Bắc,Hưng Yên,38,10000,380000,Hàng hết hạn,Đang xử lý
RET000673,ORD0037750,2024-05-22,5,CUS00573,EMP1041,PRD0087,Miền Trung,Huế,2,15000,30000,Hàng lỗi,Đã xử lý
RET000674,ORD0047109,2024-12-31,12,CUS00513,EMP1040,PRD0061,Miền Trung,Khánh Hòa,44,9000,396000,Khách từ chối nhận,Đã xử lý
RET000675,ORD0049036,2024-11-17,11,CUS00178,EMP1111,PRD0019,Miền Nam,Bình Phước,43,35000,1505000,Hàng vỡ vận chuyển,Đã xử lý
RET000676,ORD0043502,2024-05-21,5,CUS00536,EMP1006,PRD0082,Miền Bắc,Thái Bình,12,12000,144000,Không đúng đơn hàng,Đã xử lý
RET000677,ORD0058201,2024-11-13,11,CUS01580,EMP1073,PRD0006,Miền Nam,Long An,11,25000,275000,Khách từ chối nhận,Đã xử lý
RET000678,ORD0032272,2024-05-15,5,CUS01571,EMP1092,PRD0062,Miền Nam,Đồng Nai,16,20000,320000,Hàng hết hạn,Đã xử lý
RET000679,ORD0034715,2024-10-09,10,CUS00560,EMP1031,PRD0001,Miền Bắc,Hà Nội,2,12000,24000,Hàng lỗi,Đã xử lý
RET000680,ORD0011212,2024-09-30,9,CUS00488,EMP1006,PRD0034,Miền Bắc,Thái Bình,7,8500,59500,Hàng vỡ vận chuyển,Đang xử lý
RET000681,ORD0027492,2024-09-25,9,CUS00094,EMP1033,PRD0066,Miền Bắc,Nam Định,11,18000,198000,Sai sản phẩm,Đang xử lý
RET000682,ORD0058968,2024-01-26,1,CUS00192,EMP1021,PRD0076,Miền Bắc,Hưng Yên,4,9000,36000,Hàng hết hạn,Đã xử lý
RET000683,ORD0025112,2024-12-31,12,CUS01755,EMP1038,PRD0009,Miền Trung,Nghệ An,15,35000,525000,Hàng vỡ vận chuyển,Đang xử lý
RET000684,ORD0029301,2024-08-16,8,CUS00388,EMP1037,PRD0077,Miền Trung,Huế,17,10000,170000,Hàng hết hạn,Đã xử lý
RET000685,ORD0056918,2024-03-24,3,CUS00583,EMP1045,PRD0050,Miền Trung,Quảng Nam,30,9000,270000,Hàng vỡ vận chuyển,Đã xử lý
RET000686,ORD0047635,2024-02-15,2,CUS00577,EMP1033,PRD0086,Miền Bắc,Hà Nội,11,18000,198000,Không đúng đơn hàng,Đã xử lý
RET000687,ORD0010827,2024-04-27,4,CUS01590,EMP1079,PRD0008,Miền Nam,TP.HCM,16,18000,288000,Sai sản phẩm,Đã xử lý
RET000688,ORD0048298,2024-09-05,9,CUS00315,EMP1050,PRD0047,Miền Trung,Quảng Ngãi,4,20000,80000,Khách từ chối nhận,Đã xử lý
RET000689,ORD0037407,2024-09-04,9,CUS00665,EMP1009,PRD0075,Miền Bắc,Quảng Ninh,8,35000,280000,Khách từ chối nhận,Đã xử lý
RET000690,ORD0020093,2024-03-17,3,CUS01541,EMP1010,PRD0047,Miền Bắc,Thái Bình,36,20000,720000,Hàng hết hạn,Đang xử lý
RET000691,ORD0018964,2024-05-13,5,CUS01304,EMP1030,PRD0026,Miền Bắc,Hải Dương,6,15000,90000,Hàng hết hạn,Đã xử lý
RET000692,ORD0014827,2024-02-07,2,CUS01590,EMP1079,PRD0024,Miền Nam,TP.HCM,32,40000,1280000,Sai sản phẩm,Đã xử lý
RET000693,ORD0019467,2024-02-17,2,CUS01802,EMP1006,PRD0052,Miền Bắc,Quảng Ninh,27,9000,243000,Không đúng đơn hàng,Đang xử lý
RET000694,ORD0035051,2024-09-21,9,CUS01176,EMP1033,PRD0010,Miền Bắc,Bắc Ninh,1,30000,30000,Hàng vỡ vận chuyển,Đã xử lý
RET000695,ORD0047914,2024-11-23,11,CUS01877,EMP1079,PRD0006,Miền Nam,Bình Dương,28,25000,700000,Hàng hết hạn,Từ chối
